experiment_id,condition_order_index,condition_id,condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs,R_roll,R_pitch,R_yaw
EX0521-092111,22,C25,prep,64,64,0,1095069.092,0.686,-0.675,0.196,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.134,0.006,-0.100,-0.040,0.080,0.016,0.987,0.011,0.006,-0.002,-0.016,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,200,0,0,-89.326,0.873,-31.431
EX0521-092111,22,C25,prep,64,64,0,1095074.092,0.686,-0.675,0.196,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.166,0.006,-0.160,-0.040,0.020,0.013,1.000,0.012,0.006,0.002,0.042,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,200,0,0,-89.326,0.873,-31.431
EX0521-092111,22,C25,prep,64,64,0,1095079.091,0.686,-0.675,0.196,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.649,0.003,0.580,0.080,-0.280,0.015,0.989,0.012,0.002,-0.002,-0.048,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,200,0,0,-89.329,0.873,-31.431
EX0521-092111,22,C25,prep,64,64,0,1095084.091,0.686,-0.675,0.196,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.997,0.006,-0.880,-0.160,0.440,0.015,0.996,0.012,0.000,-0.006,0.018,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,200,0,0,-89.324,0.873,-31.431
EX0521-092111,22,C25,prep,65,65,0,1095089.092,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,1.228,0.008,1.060,0.160,-0.600,0.015,0.995,0.012,0.000,-0.008,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,200,0,0,-89.330,0.870,-31.431
EX0521-092111,22,C25,prep,65,65,0,1095094.092,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,1.194,0.008,-1.080,-0.100,0.500,0.015,0.991,0.012,0.000,-0.008,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,200,0,0,-89.324,0.870,-31.431
EX0521-092111,22,C25,prep,66,66,0,1095099.092,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.570,0.004,0.520,0.080,-0.220,0.014,0.996,0.012,0.000,-0.004,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,200,0,0,-89.324,0.870,-31.431
EX0521-092111,22,C25,prep,66,66,0,1095104.093,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.352,0.004,-0.340,-0.040,0.080,0.015,0.994,0.011,0.004,-0.002,-0.006,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,200,0,0,-89.324,0.870,-31.431
EX0521-092111,22,C25,prep,66,66,0,1095109.091,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.092,0.003,0.020,-0.040,0.080,0.014,0.994,0.012,-0.002,-0.002,-0.006,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,200,0,0,-89.324,0.870,-31.431
EX0521-092111,22,C25,prep,66,66,0,1095114.092,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.322,0.006,0.200,0.080,-0.240,0.014,0.998,0.010,0.006,0.000,-0.006,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,200,0,0,-89.324,0.870,-31.431
