experiment_id,condition_order_index,condition_id,condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs,R_roll,R_pitch,R_yaw
EX0521-092111,28,C04,prep,56,56,0,1338379.092,0.686,-0.675,0.197,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.205,0.013,0.200,-0.020,-0.040,0.014,0.994,0.010,0.008,0.010,0.008,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,300,0,0,-89.340,0.933,-31.532
EX0521-092111,28,C04,prep,56,56,0,1338384.092,0.686,-0.675,0.197,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.060,0.011,-0.040,0.040,0.020,0.015,0.988,0.012,0.004,0.010,0.008,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,300,0,0,-89.340,0.933,-31.532
EX0521-092111,28,C04,prep,56,56,0,1338389.093,0.686,-0.675,0.197,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.247,0.013,-0.220,-0.080,0.080,0.015,0.995,0.013,0.004,-0.012,0.008,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,300,0,0,-89.340,0.933,-31.532
EX0521-092111,28,C04,prep,57,57,0,1338394.091,0.686,-0.675,0.197,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.237,0.013,0.200,0.040,-0.120,0.014,0.996,0.012,-0.004,-0.012,0.018,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,300,0,0,-89.340,0.933,-31.532
EX0521-092111,28,C04,prep,58,58,0,1338399.091,0.686,-0.675,0.197,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.166,0.004,0.140,-0.080,-0.040,0.015,0.988,0.011,-0.004,0.000,0.018,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,300,0,0,-89.340,0.933,-31.532
EX0521-092111,28,C04,prep,58,58,0,1338404.091,0.686,-0.675,0.197,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.394,0.006,-0.360,-0.080,0.140,0.013,0.997,0.012,-0.006,0.002,0.022,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,300,0,0,-89.340,0.933,-31.532
EX0521-092111,28,C04,prep,58,58,0,1338409.091,0.686,-0.675,0.197,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.412,0.002,0.320,0.100,-0.240,0.014,0.994,0.012,-0.002,0.000,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,300,0,0,-89.340,0.933,-31.532
EX0521-092111,28,C04,prep,58,58,0,1338414.091,0.686,-0.675,0.197,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.166,0.003,-0.040,-0.080,0.140,0.016,0.988,0.011,-0.002,-0.002,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,300,0,0,-89.340,0.933,-31.532
EX0521-092111,28,C04,prep,58,58,0,1338419.091,0.686,-0.675,0.197,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.154,0.003,-0.100,0.100,-0.060,0.013,1.001,0.012,-0.002,-0.002,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,300,0,0,-89.340,0.933,-31.532
EX0521-092111,28,C04,prep,58,58,0,1338424.091,0.686,-0.675,0.197,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.406,0.013,0.380,-0.080,-0.120,0.016,0.985,0.011,0.012,-0.006,-0.048,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,300,0,0,-89.340,0.933,-31.532
EX0521-092111,28,C04,prep,58,58,0,1338429.093,0.686,-0.675,0.197,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.601,0.014,-0.540,0.040,0.260,0.013,0.999,0.013,-0.014,-0.002,0.056,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,300,0,0,-89.340,0.933,-31.532
EX0521-092111,28,C04,prep,58,58,0,1338434.091,0.686,-0.675,0.197,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.560,0.006,0.500,-0.080,-0.240,0.015,0.991,0.011,0.006,-0.002,-0.020,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,300,0,0,-89.340,0.933,-31.532
EX0521-092111,28,C04,prep,58,58,0,1338439.091,0.686,-0.675,0.197,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.316,0.012,-0.280,0.040,0.140,0.014,0.992,0.014,-0.012,-0.002,-0.014,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,300,0,0,-89.340,0.933,-31.532
EX0521-092111,28,C04,prep,58,58,0,1338444.091,0.686,-0.675,0.197,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.183,0.007,-0.040,-0.160,0.080,0.015,0.994,0.010,0.006,0.004,-0.014,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,300,0,0,-89.340,0.933,-31.532
EX0521-092111,28,C04,prep,62,62,0,1338449.091,0.686,-0.675,0.197,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.332,0.022,0.260,0.100,-0.180,0.014,0.996,0.014,-0.012,-0.018,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,300,0,0,-89.340,0.933,-31.532
EX0521-092111,28,C04,prep,62,62,0,1338454.091,0.686,-0.675,0.197,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.572,0.010,-0.420,-0.220,0.320,0.016,0.988,0.011,0.010,-0.002,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1200,300,0,0,-89.340,0.933,-31.532
