experiment_id,condition_order_index,condition_id,condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs,R_roll,R_pitch,R_yaw
EX0521-092111,24,C21,prep,15,15,0,1178849.093,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.162,0.016,0.020,-0.160,0.020,0.014,0.992,0.011,-0.010,-0.012,0.004,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.351,0.865,-31.482
EX0521-092111,24,C21,prep,15,15,0,1178854.092,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.110,0.008,0.020,-0.100,-0.040,0.015,0.994,0.009,0.002,0.008,0.000,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.351,0.865,-31.482
EX0521-092111,24,C21,prep,56,56,0,1178859.092,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.092,0.018,0.080,-0.040,0.020,0.015,0.993,0.010,0.014,0.012,-0.004,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.351,0.865,-31.482
EX0521-092111,24,C21,prep,56,56,0,1178864.092,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.177,0.018,0.140,0.040,-0.100,0.014,0.995,0.010,0.014,0.012,0.000,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.351,0.865,-31.482
EX0521-092111,24,C21,prep,56,56,0,1178869.092,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.753,0.013,0.260,0.700,-0.100,0.014,0.994,0.010,0.008,0.010,0.004,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.351,0.865,-31.479
EX0521-092111,24,C21,prep,56,56,0,1178874.091,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.487,0.013,0.260,0.400,-0.100,0.014,0.994,0.013,0.008,0.010,0.004,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.351,0.865,-31.479
EX0521-092111,24,C21,prep,56,56,0,1178879.093,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.275,0.006,0.200,0.160,-0.100,0.014,0.994,0.012,-0.002,-0.006,0.000,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.351,0.865,-31.479
EX0521-092111,24,C21,prep,56,56,0,1178884.093,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.323,0.011,-0.280,-0.160,0.020,0.015,0.991,0.014,-0.004,-0.010,0.000,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.351,0.865,-31.479
EX0521-092111,24,C21,prep,79,79,0,1178889.092,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.698,0.006,-0.640,-0.100,0.260,0.015,0.992,0.010,-0.002,-0.006,-0.014,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.347,0.865,-31.479
EX0521-092111,24,C21,prep,79,79,0,1178894.092,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.482,0.014,-0.460,0.040,0.140,0.014,0.997,0.008,0.012,0.008,-0.014,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.347,0.865,-31.479
EX0521-092111,24,C21,prep,79,79,0,1178899.092,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.216,0.014,0.140,-0.160,-0.040,0.014,0.994,0.011,0.012,0.008,0.004,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.347,0.865,-31.479
EX0521-092111,24,C21,prep,79,79,0,1178904.091,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.177,0.006,0.140,0.040,-0.100,0.014,0.990,0.014,-0.002,0.006,0.004,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.347,0.865,-31.479
EX0521-092111,24,C21,prep,80,80,0,1178909.091,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.316,0.006,-0.280,-0.040,0.140,0.015,0.994,0.010,-0.002,0.006,0.000,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.347,0.865,-31.479
EX0521-092111,24,C21,prep,80,80,0,1178914.091,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.199,0.014,0.140,-0.100,-0.100,0.014,1.000,0.010,0.008,0.012,0.000,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.347,0.865,-31.479
EX0521-092111,24,C21,prep,100,100,0,1178919.092,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.060,0.014,0.020,0.040,-0.040,0.014,0.991,0.014,0.008,0.012,0.000,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.347,0.865,-31.479
EX0521-092111,24,C21,prep,100,100,0,1178924.092,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.329,0.009,-0.280,-0.100,0.140,0.016,0.991,0.010,0.008,0.004,-0.024,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.347,0.865,-31.479
EX0521-092111,24,C21,prep,100,100,0,1178929.092,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.566,0.013,0.520,-0.040,-0.220,0.012,1.001,0.012,-0.012,0.004,-0.024,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.347,0.865,-31.479
EX0521-092111,24,C21,prep,100,100,0,1178934.091,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.308,0.007,-0.280,0.100,0.080,0.016,0.982,0.013,0.006,0.004,-0.024,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.347,0.865,-31.479
EX0521-092111,24,C21,prep,111,111,0,1178939.091,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.503,0.006,-0.400,-0.160,0.260,0.014,1.000,0.011,-0.002,0.006,0.058,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.347,0.865,-31.479
EX0521-092111,24,C21,prep,111,111,0,1178944.091,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,1.361,0.007,1.180,0.160,-0.660,0.015,0.991,0.011,0.006,-0.004,-0.028,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.353,0.862,-31.479
EX0521-092111,24,C21,prep,111,111,0,1178949.092,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,1.554,0.013,-1.380,-0.220,0.680,0.016,0.992,0.010,0.012,0.004,-0.018,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.346,0.865,-31.479
EX0521-092111,24,C21,prep,111,111,0,1178954.092,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,1.077,0.013,0.880,0.160,-0.600,0.012,0.999,0.011,0.012,0.004,-0.018,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.351,0.862,-31.479
EX0521-092111,24,C21,prep,132,132,0,1178959.093,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.552,0.006,-0.460,-0.160,0.260,0.015,0.986,0.014,-0.004,0.004,-0.018,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.351,0.863,-31.479
EX0521-092111,24,C21,prep,132,132,0,1178964.093,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.069,0.013,-0.040,0.040,-0.040,0.014,1.000,0.010,-0.004,0.012,0.048,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.351,0.863,-31.479
EX0521-092111,24,C21,prep,165,165,0,1178969.091,0.686,-0.675,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.098,0.012,0.080,0.040,-0.040,0.015,0.994,0.013,0.000,-0.012,0.000,0.000,0.000,0.000,0.000,0,2,0,2,7,255,1200,200,0,0,-89.351,0.863,-31.479
