experiment_id,condition_order_index,condition_id,condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs,R_roll,R_pitch,R_yaw
EX0521-092111,9,C05,prep,55,55,0,595759.093,0.685,-0.677,0.194,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.202,0.022,-0.140,0.140,-0.040,0.014,0.994,0.012,-0.002,0.022,-0.008,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,300,0,0,-89.509,0.634,-31.320
EX0521-092111,9,C05,prep,55,55,0,595764.093,0.685,-0.677,0.194,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.118,0.008,-0.020,0.060,-0.100,0.015,0.995,0.011,0.008,-0.002,0.002,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,300,0,0,-89.509,0.634,-31.320
EX0521-092111,9,C05,prep,55,55,0,595769.092,0.685,-0.677,0.194,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.045,0.004,-0.020,0.000,-0.040,0.014,0.995,0.010,0.004,-0.002,0.006,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,300,0,0,-89.509,0.634,-31.320
EX0521-092111,9,C05,prep,55,55,0,595774.093,0.685,-0.677,0.194,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.108,0.018,0.100,0.000,-0.040,0.013,0.994,0.010,0.004,0.018,0.006,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,300,0,0,-89.509,0.634,-31.320
EX0521-092111,9,C05,prep,56,56,0,595779.091,0.685,-0.677,0.194,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.185,0.018,0.100,-0.120,-0.100,0.016,0.991,0.012,0.004,0.018,-0.004,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,300,0,0,-89.509,0.634,-31.320
EX0521-092111,9,C05,prep,56,56,0,595784.092,0.685,-0.677,0.194,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.185,0.008,-0.140,-0.120,0.020,0.015,0.992,0.011,0.008,-0.002,-0.022,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,300,0,0,-89.509,0.634,-31.320
EX0521-092111,9,C05,prep,56,56,0,595789.092,0.685,-0.677,0.194,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.210,0.008,-0.200,-0.060,0.020,0.014,0.997,0.011,0.008,-0.002,-0.022,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,300,0,0,-89.509,0.634,-31.320
EX0521-092111,9,C05,prep,56,56,0,595794.092,0.685,-0.677,0.194,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.340,0.013,0.300,0.000,-0.160,0.014,0.998,0.009,0.008,0.010,0.026,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,300,0,0,-89.510,0.634,-31.320
EX0521-092111,9,C05,prep,57,57,0,595799.092,0.685,-0.677,0.194,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.260,0.016,0.240,0.000,-0.100,0.016,0.993,0.011,0.012,0.010,0.026,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,300,0,0,-89.510,0.634,-31.320
EX0521-092111,9,C05,prep,57,57,0,595804.091,0.685,-0.677,0.194,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.629,0.012,-0.560,-0.060,0.280,0.016,0.987,0.013,0.012,0.000,-0.012,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,300,0,0,-89.510,0.635,-31.320
