t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs,L_roll,L_pitch,L_yaw,L_relativeRoll,L_relativePitch,L_relativeYaw
304029.799,-0.985,0.057,-0.045,0.159,72,92,54,40,35,0,41,13,0,0.000,0,0,12.313,1.838,8.700,8.700,-0.480,0.147,-0.083,1.027,0.818,-1.646,0.226,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,-5.610,6.173,18.096,-5.610,6.173,18.096
304034.799,-0.985,0.057,-0.045,0.159,55,73,85,61,25,0,69,51,0,0.000,0,0,10.723,1.841,9.860,4.180,-0.540,0.153,-0.080,1.022,0.904,-1.604,0.212,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,-5.611,6.163,18.099,-5.611,6.163,18.099
304039.799,-0.985,0.057,-0.045,0.159,100,93,74,71,17,0,37,51,0,0.000,0,0,10.641,1.812,10.600,0.260,-0.900,0.155,-0.070,1.018,0.942,-1.548,0.174,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,-5.619,6.174,18.095,-5.619,6.174,18.095
304044.799,-0.985,0.057,-0.046,0.159,72,61,82,63,15,0,71,41,0,0.000,0,0,10.201,1.727,9.920,-1.920,-1.400,0.149,-0.056,1.013,0.942,-1.448,0.142,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,-5.626,6.193,18.088,-5.626,6.193,18.088
304049.799,-0.985,0.057,-0.046,0.159,89,91,53,63,21,6,33,35,0,0.000,0,0,10.088,1.571,9.380,-2.900,-2.320,0.139,-0.051,1.010,0.842,-1.326,0.098,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,-5.631,6.214,18.076,-5.631,6.214,18.076
304054.799,-0.985,0.057,-0.046,0.159,56,81,59,40,37,0,61,20,0,0.000,0,0,10.254,1.509,9.620,-2.180,-2.800,0.136,-0.051,1.005,0.732,-1.320,0.062,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,-5.637,6.231,18.062,-5.637,6.231,18.062
304059.799,-0.985,0.057,-0.046,0.159,58,86,57,37,43,0,67,28,0,0.000,0,0,10.460,1.495,10.040,-0.880,-2.800,0.132,-0.050,0.999,0.706,-1.318,0.012,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,-5.644,6.241,18.048,-5.644,6.241,18.048
304064.801,-0.985,0.057,-0.046,0.159,78,89,52,71,43,0,36,27,0,0.000,0,0,9.743,1.478,9.320,0.940,-2.680,0.119,-0.053,0.994,0.664,-1.320,-0.054,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,-5.645,6.238,18.037,-5.645,6.238,18.037
304069.799,-0.985,0.057,-0.046,0.159,59,97,51,33,43,3,58,20,0,0.000,0,0,9.174,1.483,7.660,4.240,-2.740,0.111,-0.058,0.983,0.558,-1.374,-0.116,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,-5.637,6.216,18.027,-5.637,6.216,18.027
304074.799,-0.985,0.057,-0.045,0.159,76,108,45,51,29,0,41,21,0,0.000,0,0,9.939,1.537,5.160,8.080,-2.620,0.114,-0.063,0.969,0.558,-1.432,-0.234,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,-5.617,6.177,18.019,-5.617,6.177,18.019
304079.799,-0.985,0.056,-0.045,0.159,76,92,55,36,38,4,40,22,0,0.000,0,0,11.105,1.540,1.560,10.760,-2.260,0.120,-0.065,0.960,0.566,-1.432,-0.368,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,-5.579,6.127,18.014,-5.579,6.127,18.014
304084.799,-0.985,0.056,-0.045,0.159,76,51,87,71,11,0,51,51,0,0.000,0,0,11.299,1.564,-2.400,10.900,-1.760,0.132,-0.063,0.955,0.638,-1.428,-0.448,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,-5.523,6.080,18.012,-5.523,6.080,18.012
304089.799,-0.985,0.055,-0.045,0.159,91,90,55,75,23,0,39,36,0,0.000,0,0,9.159,1.555,-4.720,7.780,-1.040,0.143,-0.056,0.945,0.754,-1.360,-0.484,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,-5.458,6.052,18.011,-5.458,6.052,18.011
