experiment_id,condition_order_index,condition_id,condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs,R_roll,R_pitch,R_yaw
EX0521-092111,6,C23,prep,67,67,0,484049.091,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,1.093,0.010,0.980,0.200,-0.440,0.014,0.994,0.011,0.006,0.008,0.002,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.496,0.597,-31.187
EX0521-092111,6,C23,prep,67,67,0,484054.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,1.102,0.006,-0.980,-0.280,0.420,0.015,0.998,0.012,0.000,0.006,0.022,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.491,0.596,-31.187
EX0521-092111,6,C23,prep,67,67,0,484059.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,1.662,0.006,1.520,0.260,-0.620,0.016,0.985,0.010,0.000,0.006,0.002,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.499,0.594,-31.187
EX0521-092111,6,C23,prep,67,67,0,484064.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,1.881,0.008,-1.700,-0.460,0.660,0.013,1.011,0.011,-0.002,0.008,0.040,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.491,0.597,-31.187
EX0521-092111,6,C23,prep,68,68,0,484069.093,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,3.495,0.020,3.180,0.500,-1.360,0.017,0.972,0.012,0.018,0.008,-0.084,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.507,0.590,-31.187
EX0521-092111,6,C23,prep,68,68,0,484074.093,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,4.000,0.016,-3.660,-0.540,1.520,0.011,1.020,0.008,-0.008,0.014,0.174,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.489,0.598,-31.187
EX0521-092111,6,C23,prep,69,69,0,484079.091,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,3.831,0.016,3.480,0.440,-1.540,0.018,0.968,0.017,0.000,-0.016,-0.208,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.504,0.591,-31.187
EX0521-092111,6,C23,prep,69,69,0,484084.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,3.040,0.054,-2.800,0.320,1.140,0.008,1.019,0.002,-0.006,0.054,0.250,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.492,0.596,-31.187
EX0521-092111,6,C23,prep,79,79,0,484089.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,2.481,0.052,0.000,-2.480,-0.080,0.016,0.977,0.017,-0.006,-0.052,-0.160,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.490,0.597,-31.199
EX0521-092111,6,C23,prep,79,79,0,484094.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,3.803,0.010,2.380,2.820,-0.920,0.019,0.996,0.008,-0.006,0.008,0.020,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.502,0.593,-31.185
EX0521-092111,6,C23,prep,79,79,0,484099.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,3.380,0.018,-2.940,-1.320,1.020,0.000,1.007,0.011,-0.016,0.008,0.020,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.488,0.597,-31.192
EX0521-092111,6,C23,prep,79,79,0,484104.093,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,3.209,0.059,1.840,-2.540,-0.680,0.030,0.978,0.013,0.058,0.008,0.020,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.497,0.595,-31.204
EX0521-092111,6,C23,prep,95,95,0,484109.091,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,4.162,0.078,0.060,4.160,0.120,0.007,1.010,0.014,-0.074,0.024,0.134,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.497,0.595,-31.183
EX0521-092111,6,C23,prep,95,95,0,484114.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,2.505,0.040,-2.080,-1.260,0.600,0.015,0.983,0.006,0.032,0.024,-0.100,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.487,0.597,-31.190
EX0521-092111,6,C23,prep,95,95,0,484119.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,1.640,0.025,1.580,0.020,-0.440,0.017,0.993,0.017,-0.008,0.024,-0.002,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.493,0.598,-31.190
EX0521-092111,6,C23,prep,95,95,0,484124.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.770,0.056,0.740,-0.160,-0.140,0.012,1.005,0.002,0.028,0.048,-0.002,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.503,0.598,-31.190
EX0521-092111,6,C23,prep,95,95,0,484129.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,2.340,0.033,-2.260,-0.100,0.600,0.016,0.984,0.015,-0.006,-0.032,-0.002,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.490,0.601,-31.190
EX0521-092111,6,C23,prep,95,95,0,484134.091,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.713,0.027,0.680,0.080,-0.200,0.014,0.998,0.015,-0.006,-0.026,0.044,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.488,0.601,-31.190
EX0521-092111,6,C23,prep,95,95,0,484139.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,1.660,0.027,1.580,-0.100,-0.500,0.015,0.997,0.006,-0.006,-0.026,0.034,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.496,0.601,-31.190
EX0521-092111,6,C23,prep,95,95,0,484144.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,2.264,0.016,-2.140,-0.160,0.720,0.014,0.991,0.010,0.004,0.016,0.034,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.486,0.604,-31.190
EX0521-092111,6,C23,prep,111,111,0,484149.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.500,0.016,0.420,0.080,-0.260,0.014,0.995,0.015,0.004,0.016,0.010,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.481,0.604,-31.190
EX0521-092111,6,C23,prep,111,111,0,484154.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,1.014,0.016,0.980,0.020,-0.260,0.014,0.994,0.009,0.004,0.016,0.000,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.486,0.604,-31.190
EX0521-092111,6,C23,prep,127,127,0,484159.093,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.910,0.030,-0.860,-0.100,0.280,0.014,0.997,0.007,0.012,0.028,0.010,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.482,0.604,-31.190
EX0521-092111,6,C23,prep,127,127,0,484164.093,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.244,0.030,-0.240,-0.040,-0.020,0.015,0.990,0.015,0.012,0.028,0.000,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.477,0.603,-31.190
EX0521-092111,6,C23,prep,127,127,0,484169.091,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.606,0.014,0.600,0.020,-0.080,0.016,0.993,0.012,0.010,-0.010,-0.010,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.480,0.605,-31.190
EX0521-092111,6,C23,prep,127,127,0,484174.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.189,0.010,0.120,-0.040,-0.140,0.013,0.998,0.009,0.000,-0.010,-0.010,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.480,0.605,-31.190
EX0521-092111,6,C23,prep,143,143,0,484179.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,1.024,0.011,-0.980,-0.100,0.280,0.016,0.990,0.014,0.004,-0.010,-0.010,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.476,0.605,-31.190
EX0521-092111,6,C23,prep,143,143,0,484184.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.547,0.004,0.540,-0.040,-0.080,0.014,0.995,0.012,0.000,0.004,0.010,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.476,0.605,-31.190
EX0521-092111,6,C23,prep,163,163,0,484189.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.467,0.006,0.420,-0.040,-0.200,0.015,0.994,0.008,0.004,0.004,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.476,0.605,-31.190
EX0521-092111,6,C23,prep,163,163,0,484194.091,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.967,0.004,-0.920,-0.100,0.280,0.014,0.993,0.012,-0.002,0.004,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.472,0.604,-31.190
EX0521-092111,6,C23,prep,164,164,0,484199.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.467,0.004,0.420,-0.040,-0.200,0.014,0.994,0.014,-0.004,0.000,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.472,0.604,-31.190
EX0521-092111,6,C23,prep,164,164,0,484204.093,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.371,0.004,0.360,-0.040,-0.080,0.014,0.993,0.009,-0.004,0.000,-0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.472,0.604,-31.190
EX0521-092111,6,C23,prep,164,164,0,484209.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.691,0.013,-0.680,0.020,0.120,0.014,0.996,0.011,-0.004,0.012,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.469,0.604,-31.190
EX0521-092111,6,C23,prep,164,164,0,484214.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.189,0.013,0.120,-0.040,-0.140,0.016,0.992,0.013,0.006,0.012,-0.006,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.469,0.605,-31.190
EX0521-092111,6,C23,prep,200,200,0,484219.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.313,0.013,0.300,-0.040,-0.080,0.014,0.994,0.010,0.004,0.012,0.000,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.470,0.605,-31.190
EX0521-092111,6,C23,prep,200,200,0,484224.091,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.206,0.023,-0.180,-0.100,0.000,0.014,0.996,0.010,0.006,0.022,0.000,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.470,0.605,-31.190
EX0521-092111,6,C23,prep,200,200,0,484229.091,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.267,0.022,-0.240,-0.100,0.060,0.015,0.991,0.013,0.004,0.022,0.000,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.470,0.605,-31.190
EX0521-092111,6,C23,prep,200,200,0,484234.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.454,0.017,0.420,-0.100,-0.140,0.014,0.995,0.010,0.006,0.016,0.010,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.470,0.604,-31.190
EX0521-092111,6,C23,prep,201,201,0,484239.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.126,0.017,-0.120,-0.040,0.000,0.015,0.994,0.009,0.006,0.016,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.471,0.604,-31.190
EX0521-092111,6,C23,prep,201,201,0,484244.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.485,0.017,-0.480,-0.040,0.060,0.015,0.993,0.013,0.006,0.016,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.471,0.604,-31.190
EX0521-092111,6,C23,prep,227,227,0,484249.091,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.388,0.002,0.360,-0.040,-0.140,0.015,0.995,0.012,0.000,-0.002,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.471,0.604,-31.190
EX0521-092111,6,C23,prep,227,227,0,484254.091,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.094,0.002,0.060,-0.040,0.060,0.015,0.993,0.009,0.000,-0.002,-0.006,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.471,0.604,-31.190
EX0521-092111,6,C23,prep,227,227,0,484259.091,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.326,0.002,-0.300,-0.040,0.120,0.014,0.994,0.013,0.000,-0.002,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.472,0.603,-31.190
EX0521-092111,6,C23,prep,227,227,0,484264.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.256,0.004,0.240,-0.040,-0.080,0.015,0.993,0.012,0.000,-0.004,-0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.472,0.603,-31.190
EX0521-092111,6,C23,prep,228,228,0,484269.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.075,0.004,0.060,-0.040,-0.020,0.014,0.995,0.011,-0.002,-0.004,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.472,0.603,-31.190
EX0521-092111,6,C23,prep,228,228,0,484274.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.309,0.010,-0.300,-0.040,0.060,0.015,0.995,0.011,0.000,0.010,0.010,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.472,0.603,-31.190
EX0521-092111,6,C23,prep,265,265,0,484279.091,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.028,0.010,0.000,0.020,-0.020,0.015,0.992,0.012,0.002,0.010,0.010,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.473,0.603,-31.190
EX0521-092111,6,C23,prep,265,265,0,484284.091,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.244,0.010,0.240,-0.040,-0.020,0.014,0.994,0.010,0.002,0.010,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.473,0.602,-31.190
EX0521-092111,6,C23,prep,300,300,0,484289.091,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.185,0.018,-0.180,-0.040,-0.020,0.014,0.994,0.010,0.002,0.018,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.473,0.602,-31.190
EX0521-092111,6,C23,prep,300,300,0,484294.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.157,0.018,-0.120,-0.100,-0.020,0.015,0.994,0.013,0.000,0.018,0.004,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.473,0.602,-31.190
EX0521-092111,6,C23,prep,301,301,0,484299.092,0.685,-0.677,0.193,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.382,0.015,0.360,-0.100,-0.080,0.013,0.994,0.011,-0.004,0.014,0.000,0.000,0.000,0.000,0.000,0,2,0,3,7,255,1440,300,0,0,-89.474,0.602,-31.190
