experiment_id,condition_order_index,condition_id,condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs,R_roll,R_pitch,R_yaw
EX0521-092111,20,C20,rest,66735,66735,0,1031959.092,0.685,-0.677,0.196,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.060,0.004,0.040,-0.020,-0.040,0.014,0.994,0.011,0.002,0.004,0.000,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,250,0,0,-89.550,0.875,-31.351
EX0521-092111,20,C20,rest,66735,66735,0,1031964.093,0.685,-0.677,0.196,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.060,0.004,-0.020,0.040,-0.040,0.015,0.996,0.012,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,250,0,0,-89.550,0.875,-31.351
EX0521-092111,20,C20,rest,66735,66735,0,1031969.091,0.685,-0.677,0.196,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.049,0.003,-0.020,-0.020,-0.040,0.014,0.993,0.011,-0.002,0.002,0.000,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,250,0,0,-89.550,0.875,-31.351
EX0521-092111,20,C20,rest,66735,66735,0,1031974.092,0.685,-0.677,0.196,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.092,0.006,-0.020,-0.080,-0.040,0.016,0.994,0.011,0.000,-0.006,0.000,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,250,0,0,-89.550,0.875,-31.351
EX0521-092111,20,C20,rest,66735,66735,0,1031979.092,0.685,-0.677,0.196,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.060,0.013,0.040,-0.020,-0.040,0.016,0.994,0.011,0.012,-0.004,0.000,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,250,0,0,-89.550,0.875,-31.351
EX0521-092111,20,C20,rest,66735,66735,0,1031984.093,0.685,-0.677,0.196,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.110,0.013,0.040,-0.020,-0.100,0.014,0.994,0.011,0.012,-0.004,0.000,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,250,0,0,-89.550,0.875,-31.351
EX0521-092111,20,C20,rest,66751,66751,0,1031989.091,0.685,-0.677,0.196,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.060,0.010,-0.020,0.040,-0.040,0.015,0.995,0.011,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,250,0,0,-89.550,0.875,-31.351
EX0521-092111,20,C20,rest,66751,66751,0,1031994.092,0.685,-0.677,0.196,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.069,0.002,0.040,0.040,-0.040,0.015,0.995,0.011,0.002,0.000,0.006,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,250,0,0,-89.550,0.875,-31.351
EX0521-092111,20,C20,rest,66751,66751,0,1031999.092,0.685,-0.677,0.196,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.069,0.003,0.040,0.040,-0.040,0.015,0.994,0.012,0.002,-0.002,0.006,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,250,0,0,-89.550,0.875,-31.351
EX0521-092111,20,C20,rest,66751,66751,0,1032004.092,0.685,-0.677,0.196,0.187,0,0,0,0,0,0,0,0,0,0.000,0,0,0.060,0.003,0.040,-0.020,-0.040,0.015,0.994,0.011,0.002,-0.002,0.000,0.000,0.000,0.000,0.000,0,2,0,1,7,255,1200,250,0,0,-89.550,0.875,-31.351
