experiment_id,condition_order_index,condition_id,condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs,R_roll,R_pitch,R_yaw
EX0521-092111,19,C13,prep,72,72,0,934529.092,0.686,-0.676,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.491,0.002,-0.460,-0.100,0.140,0.016,0.985,0.015,0.000,0.002,0.008,0.000,0.000,0.000,0.000,0,2,0,3,7,255,960,300,0,0,-89.378,0.811,-31.465
EX0521-092111,19,C13,prep,72,72,0,934534.091,0.686,-0.676,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.637,0.002,-0.580,-0.040,0.260,0.013,1.000,0.010,0.000,0.002,0.008,0.000,0.000,0.000,0.000,0,2,0,3,7,255,960,300,0,0,-89.375,0.811,-31.465
EX0521-092111,19,C13,prep,73,73,0,934539.092,0.686,-0.676,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,1.288,0.018,1.140,0.020,-0.600,0.014,0.999,0.009,0.000,0.018,0.042,0.000,0.000,0.000,0.000,0,2,0,3,7,255,960,300,0,0,-89.381,0.808,-31.465
EX0521-092111,19,C13,prep,73,73,0,934544.092,0.686,-0.676,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.449,0.020,-0.400,-0.040,0.200,0.017,0.980,0.014,0.008,0.018,0.042,0.000,0.000,0.000,0.000,0,2,0,3,7,255,960,300,0,0,-89.381,0.808,-31.465
EX0521-092111,19,C13,prep,73,73,0,934549.092,0.686,-0.676,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.748,0.018,-0.700,-0.040,0.260,0.012,1.010,0.011,0.008,0.016,0.042,0.000,0.000,0.000,0.000,0,2,0,3,7,255,960,300,0,0,-89.378,0.808,-31.465
EX0521-092111,19,C13,prep,73,73,0,934554.092,0.686,-0.676,0.195,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,2.066,0.011,1.860,0.020,-0.900,0.016,0.987,0.010,0.010,-0.004,-0.068,0.000,0.000,0.000,0.000,0,2,0,3,7,255,960,300,0,0,-89.387,0.803,-31.465
EX0521-092111,19,C13,prep,73,73,0,934559.093,0.686,-0.676,0.196,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,2.358,0.006,-2.100,-0.160,1.060,0.015,0.985,0.012,0.004,-0.004,-0.068,0.000,0.000,0.000,0.000,0,2,0,3,7,255,960,300,0,0,-89.376,0.809,-31.465
EX0521-092111,19,C13,prep,73,73,0,934564.091,0.686,-0.676,0.195,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,1.855,0.009,1.620,0.080,-0.900,0.013,1.009,0.007,0.008,-0.004,-0.068,0.000,0.000,0.000,0.000,0,2,0,3,7,255,960,300,0,0,-89.385,0.804,-31.465
EX0521-092111,19,C13,prep,74,74,0,934569.092,0.686,-0.676,0.195,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.503,0.013,-0.460,-0.040,0.200,0.017,0.971,0.017,0.004,-0.012,-0.088,0.000,0.000,0.000,0.000,0,2,0,3,7,255,960,300,0,0,-89.379,0.804,-31.465
EX0521-092111,19,C13,prep,74,74,0,934574.091,0.686,-0.676,0.195,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.831,0.042,-0.760,-0.100,0.320,0.012,1.016,0.007,0.006,0.042,0.146,0.000,0.000,0.000,0.000,0,2,0,3,7,255,960,300,0,0,-89.375,0.804,-31.465
EX0521-092111,19,C13,prep,86,86,0,934579.091,0.686,-0.676,0.195,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,2.041,0.032,1.860,0.020,-0.840,0.014,0.984,0.015,0.000,-0.032,-0.102,0.000,0.000,0.000,0.000,0,2,0,3,7,255,960,300,0,0,-89.385,0.800,-31.465
EX0521-092111,19,C13,prep,86,86,0,934584.092,0.686,-0.676,0.195,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,2.679,0.040,-2.400,-0.160,1.180,0.016,0.989,0.005,0.006,0.040,-0.054,0.000,0.000,0.000,0.000,0,2,0,3,7,255,960,300,0,0,-89.374,0.806,-31.465
EX0521-092111,19,C13,prep,86,86,0,934589.091,0.686,-0.676,0.195,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,1.908,0.021,1.680,0.080,-0.900,0.013,1.005,0.013,-0.018,-0.010,-0.054,0.000,0.000,0.000,0.000,0,2,0,3,7,255,960,300,0,0,-89.383,0.801,-31.465
EX0521-092111,19,C13,prep,86,86,0,934594.091,0.686,-0.676,0.195,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.803,0.032,-0.700,-0.100,0.380,0.018,0.976,0.011,0.030,-0.010,-0.054,0.000,0.000,0.000,0.000,0,2,0,3,7,255,960,300,0,0,-89.379,0.801,-31.465
EX0521-092111,19,C13,prep,95,95,0,934599.092,0.686,-0.676,0.195,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,0.526,0.021,-0.520,0.080,0.020,0.013,1.013,0.012,-0.018,-0.010,0.108,0.000,0.000,0.000,0.000,0,2,0,3,7,255,960,300,0,0,-89.379,0.801,-31.465
EX0521-092111,19,C13,prep,95,95,0,934604.091,0.686,-0.676,0.195,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,1.701,0.016,1.560,-0.160,-0.660,0.015,0.984,0.013,-0.002,-0.016,-0.102,0.000,0.000,0.000,0.000,0,2,0,3,7,255,960,300,0,0,-89.387,0.798,-31.465
EX0521-092111,19,C13,prep,95,95,0,934609.093,0.686,-0.676,0.195,0.188,0,0,0,0,0,0,0,0,0,0.000,0,0,2.104,0.004,-1.920,-0.040,0.860,0.015,0.988,0.008,-0.002,0.004,-0.060,0.000,0.000,0.000,0.000,0,2,0,3,7,255,960,300,0,0,-89.378,0.802,-31.465
