t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs,L_roll,L_pitch,L_yaw,L_relativeRoll,L_relativePitch,L_relativeYaw
87329.816,0.833,0.033,-0.051,0.551,0,0,984,328,791,325,805,1019,42,0.000,13,0,48.483,0.409,-31.300,-31.400,19.620,-0.119,-0.142,0.978,-0.292,0.286,0.208,0.224,0.214,0.654,0.619,3,0,0,0,7,255,0,250,0,0,6.339,-2.752,-67.103,6.339,-2.752,-67.103
87334.815,0.833,0.034,-0.050,0.550,0,0,1001,288,805,301,813,1031,42,0.000,13,0,44.259,0.813,-19.520,-35.480,17.860,-0.158,-0.188,0.991,-0.644,0.496,0.024,0.252,0.242,0.654,0.619,3,0,0,0,7,255,0,250,0,0,6.440,-2.593,-66.995,6.440,-2.593,-66.995
87339.815,0.833,0.036,-0.049,0.549,0,0,1015,244,824,304,823,1019,42,0.000,13,0,41.893,0.939,-13.840,-38.060,10.720,-0.132,-0.141,1.044,-0.644,0.684,0.024,0.280,0.270,0.654,0.619,3,0,0,0,7,255,0,250,0,0,6.509,-2.415,-66.920,6.509,-2.415,-66.920
87344.816,0.834,0.037,-0.048,0.549,0,0,1015,221,838,307,837,1015,42,0.000,13,0,44.524,0.914,-18.860,-39.880,6.020,-0.096,-0.123,1.063,-0.606,0.684,0.476,0.310,0.300,0.654,0.619,3,0,0,0,7,255,0,250,0,0,6.603,-2.223,-66.868,6.603,-2.223,-66.868
87349.816,0.834,0.039,-0.047,0.549,0,0,1023,191,841,287,855,1015,42,0.000,13,0,48.927,0.553,-21.780,-42.560,10.400,-0.064,-0.124,1.099,-0.284,0.474,0.620,0.342,0.330,0.654,0.619,3,0,0,0,7,255,0,250,0,0,6.711,-2.017,-66.791,6.711,-2.017,-66.791
87354.815,0.834,0.041,-0.046,0.548,0,0,1039,169,845,279,884,1002,42,0.000,13,0,51.871,0.343,-21.000,-43.840,18.100,-0.058,-0.096,1.083,-0.124,0.320,0.778,0.376,0.366,0.654,0.619,3,0,0,0,7,255,0,250,0,0,6.814,-1.810,-66.676,6.814,-1.810,-66.676
87359.815,0.835,0.043,-0.045,0.547,0,0,1037,118,861,274,909,1013,42,0.000,13,0,55.996,0.343,-23.620,-46.040,21.400,-0.085,-0.112,1.050,-0.124,0.320,0.778,0.406,0.396,0.654,0.619,3,0,0,0,7,255,0,250,0,0,6.930,-1.594,-66.542,6.930,-1.594,-66.542
87364.817,0.836,0.045,-0.044,0.546,0,0,1049,101,869,259,909,1006,42,0.000,13,0,57.260,0.561,-20.740,-48.600,22.060,-0.109,-0.146,1.031,-0.158,0.538,0.480,0.446,0.434,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.032,-1.365,-66.403,7.032,-1.365,-66.403
87369.816,0.836,0.047,-0.042,0.545,0,0,1061,58,884,249,927,1003,42,0.000,13,0,58.252,0.876,-16.660,-52.020,20.240,-0.112,-0.163,1.031,-0.576,0.660,0.350,0.484,0.474,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.114,-1.119,-66.270,7.114,-1.119,-66.270
87374.815,0.837,0.048,-0.040,0.544,0,0,1068,10,885,223,935,1001,42,0.000,13,0,59.967,0.980,-14.040,-55.260,18.580,-0.099,-0.166,1.036,-0.724,0.660,0.350,0.528,0.518,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.184,-0.856,-66.143,7.184,-0.856,-66.143
87379.815,0.837,0.050,-0.039,0.543,0,0,1072,7,895,217,952,1015,42,0.000,13,0,64.503,0.948,-14.520,-59.540,20.120,-0.083,-0.179,1.050,-0.744,0.588,0.400,0.568,0.556,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.257,-0.572,-66.006,7.257,-0.572,-66.006
87384.816,0.838,0.052,-0.037,0.542,0,0,1108,3,915,203,972,1007,42,0.000,13,0,71.269,0.933,-13.840,-65.880,23.400,-0.105,-0.134,1.013,-0.724,0.588,0.400,0.604,0.592,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.326,-0.260,-65.848,7.326,-0.260,-65.848
87389.819,0.838,0.056,-0.035,0.541,0,0,1120,0,934,203,999,1019,42,0.000,13,0,87.020,1.003,-38.500,-75.100,21.220,-0.086,-0.106,1.081,-0.516,0.860,0.544,0.630,0.620,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.521,0.100,-65.694,7.521,0.100,-65.694
87394.815,0.839,0.058,-0.033,0.540,0,0,1105,0,965,183,1016,1023,42,0.000,13,0,80.881,1.003,-22.880,-72.720,27.020,-0.041,-0.256,1.159,-0.516,0.860,0.748,0.662,0.650,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.638,0.443,-65.513,7.638,0.443,-65.513
87399.815,0.840,0.060,-0.030,0.539,0,0,1115,0,970,182,1021,1043,42,0.000,13,0,78.627,0.812,0.380,-71.000,33.780,-0.064,-0.158,1.072,-0.522,0.622,0.748,0.692,0.682,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.642,0.773,-65.298,7.642,0.773,-65.298
87404.816,0.841,0.062,-0.028,0.537,0,0,1130,0,987,167,1049,1017,42,0.000,13,0,88.089,0.812,-8.720,-78.700,38.600,-0.057,-0.151,1.056,-0.522,0.622,0.716,0.732,0.720,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.692,1.137,-65.054,7.692,1.137,-65.054
87409.815,0.842,0.064,-0.025,0.535,0,0,1129,0,1006,173,1051,1019,42,0.000,13,0,92.137,0.812,-16.900,-82.300,37.820,-0.047,-0.191,1.071,-0.522,0.622,0.716,0.770,0.758,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.783,1.520,-64.811,7.783,1.520,-64.811
87414.815,0.843,0.066,-0.022,0.534,0,0,1109,0,1007,151,1039,1016,42,0.000,13,0,89.286,0.779,8.360,-80.220,38.300,-0.037,-0.163,1.015,-0.592,0.506,0.552,0.810,0.798,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.751,1.892,-64.567,7.751,1.892,-64.567
87419.815,0.844,0.067,-0.019,0.532,0,0,1105,0,1032,139,1053,1000,42,0.000,13,0,95.988,0.779,12.640,-85.780,41.180,-0.034,-0.145,1.056,-0.592,0.506,0.530,0.848,0.836,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.699,2.290,-64.305,7.699,2.290,-64.305
87424.817,0.845,0.069,-0.015,0.530,0,0,1097,0,1041,128,1067,1019,42,0.000,13,0,98.439,0.774,18.980,-87.060,41.840,-0.027,-0.123,1.063,-0.424,0.648,0.530,0.882,0.870,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.617,2.695,-64.039,7.617,2.695,-64.039
87429.815,0.846,0.070,-0.012,0.528,0,0,1103,0,1051,127,1091,1000,42,0.000,13,0,101.831,0.704,18.860,-90.120,43.500,-0.009,-0.123,1.074,-0.244,0.660,0.570,0.916,0.904,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.539,3.113,-63.764,7.539,3.113,-63.764
87434.815,0.847,0.071,-0.008,0.526,0,0,1115,0,1067,128,1109,991,42,0.000,13,0,105.966,0.757,20.700,-93.100,46.180,-0.001,-0.110,1.092,-0.202,0.730,0.684,0.942,0.932,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.454,3.545,-63.474,7.454,3.545,-63.474
87439.815,0.848,0.073,-0.004,0.524,0,0,1112,0,1243,126,1133,989,42,0.000,13,0,109.884,0.736,22.580,-95.920,48.620,-0.012,-0.087,1.103,-0.094,0.730,0.842,0.964,0.952,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.363,3.990,-63.170,7.363,3.990,-63.170
87444.816,0.850,0.074,-0.000,0.522,0,0,1117,0,1261,104,1157,1001,42,0.000,13,0,111.803,0.996,23.020,-98.100,48.440,-0.004,-0.043,1.129,0.008,0.996,0.902,0.974,0.962,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.272,4.446,-62.866,7.272,4.446,-62.866
87449.815,0.851,0.076,0.004,0.520,0,0,1111,0,1269,83,1176,969,42,0.000,13,0,112.988,1.280,19.660,-100.980,46.720,0.004,-0.015,1.128,0.386,1.220,1.058,0.976,0.964,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.200,4.918,-62.570,7.200,4.918,-62.570
87454.815,0.852,0.078,0.008,0.518,0,0,1111,0,1287,51,1193,982,42,0.000,13,0,112.763,1.479,18.740,-102.620,42.820,0.017,0.009,1.133,0.608,1.348,1.080,0.976,0.964,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.133,5.401,-62.292,7.133,5.401,-62.292
87459.816,0.853,0.079,0.012,0.516,0,0,1113,0,1290,37,1235,973,42,0.000,13,0,113.378,1.652,18.200,-103.960,41.420,0.012,0.020,1.147,0.816,1.436,1.080,0.976,0.964,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.071,5.892,-62.021,7.071,5.892,-62.021
87464.817,0.854,0.081,0.017,0.515,0,0,1121,0,1306,33,1245,971,42,0.000,13,0,113.993,1.821,20.260,-106.040,36.600,-0.023,-0.029,1.166,0.816,1.628,1.200,0.974,0.962,0.654,0.619,3,0,0,0,7,255,0,250,0,0,6.998,6.397,-61.773,6.998,6.397,-61.773
87469.815,0.854,0.083,0.021,0.513,0,0,1124,0,1311,20,1270,970,42,0.000,13,0,115.424,1.831,18.560,-109.400,31.780,-0.039,-0.057,1.189,0.196,1.820,1.390,0.974,0.962,0.654,0.619,3,0,0,0,7,255,0,250,0,0,6.933,6.921,-61.548,6.933,6.921,-61.548
87474.815,0.855,0.085,0.025,0.512,0,0,1119,0,1325,16,1291,965,42,0.000,13,0,115.463,1.960,16.860,-111.840,23.220,-0.087,-0.093,1.219,-0.178,1.952,1.618,0.984,0.972,0.654,0.619,3,0,0,0,7,255,0,250,0,0,6.874,7.463,-61.364,6.874,7.463,-61.364
87479.816,0.855,0.087,0.030,0.511,0,0,1105,0,1331,6,1289,939,42,0.000,13,0,117.813,2.460,16.240,-116.000,12.660,-0.108,-0.086,1.289,-0.770,2.336,1.870,1.010,0.996,0.654,0.619,3,0,0,0,7,255,0,250,0,0,6.812,8.032,-61.230,6.812,8.032,-61.230
87484.816,0.855,0.089,0.035,0.510,0,0,1064,0,1337,9,1320,927,42,0.000,13,0,120.913,2.894,4.700,-120.820,-0.520,-0.122,-0.093,1.312,-0.852,2.766,2.482,1.038,1.024,0.654,0.619,3,0,0,0,7,255,0,250,0,0,6.801,8.632,-61.158,6.801,8.632,-61.158
87489.815,0.854,0.092,0.039,0.510,0,0,1047,0,1339,0,1317,907,42,0.000,13,0,126.925,3.146,-2.000,-126.240,-13.020,-0.101,-0.091,1.328,-0.986,2.988,2.656,1.070,1.056,0.654,0.619,3,0,0,0,7,255,0,250,0,0,6.814,9.267,-61.148,6.814,9.267,-61.148
87494.815,0.853,0.095,0.044,0.511,0,0,1013,0,1327,10,1341,876,42,0.000,13,0,133.890,3.146,-5.000,-131.860,-22.680,-0.051,-0.039,1.344,-0.986,2.988,2.812,1.098,1.084,0.654,0.619,3,0,0,0,7,255,0,250,0,0,6.836,9.936,-61.182,6.836,9.936,-61.182
87499.816,0.852,0.099,0.049,0.511,0,0,999,0,1317,13,1343,823,42,0.000,13,0,140.299,3.038,-16.220,-136.200,-29.500,-0.046,-0.057,1.353,-0.550,2.988,2.948,1.124,1.110,0.654,0.619,3,0,0,0,7,255,0,250,0,0,6.907,10.630,-61.248,6.907,10.630,-61.248
87504.815,0.851,0.103,0.054,0.512,0,0,975,0,1323,1,1354,800,42,0.000,13,0,148.365,3.057,-17.880,-143.640,-32.560,-0.083,-0.029,1.402,-0.534,3.010,3.032,1.148,1.132,0.654,0.619,3,0,0,0,7,255,0,250,0,0,6.984,11.363,-61.324,6.984,11.363,-61.324
87509.815,0.850,0.107,0.059,0.513,0,0,947,0,1298,6,1352,774,42,0.000,13,0,157.050,3.750,-21.120,-150.180,-40.800,-0.131,0.037,1.501,-0.534,3.712,3.358,1.172,1.156,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.068,12.134,-61.437,7.068,12.134,-61.437
87514.815,0.848,0.111,0.065,0.514,0,0,889,0,1269,0,1357,741,42,0.000,13,0,169.433,4.836,-34.180,-157.380,-52.640,-0.172,-0.023,1.547,-0.534,4.806,4.072,1.190,1.174,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.204,12.948,-61.605,7.204,12.948,-61.605
87519.816,0.846,0.117,0.070,0.515,0,0,856,0,1243,0,1369,699,42,0.000,13,0,183.439,5.293,-43.820,-169.340,-55.260,-0.187,-0.031,1.584,-0.996,5.198,4.424,1.206,1.190,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.386,13.824,-61.776,7.386,13.824,-61.776
87524.817,0.844,0.122,0.076,0.517,0,0,829,0,1223,0,1367,711,42,0.000,13,0,194.136,5.688,-47.300,-179.400,-57.160,-0.239,0.031,1.639,-0.996,5.600,4.662,1.216,1.200,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.582,14.751,-61.948,7.582,14.751,-61.948
87529.815,0.842,0.129,0.082,0.518,0,0,800,0,1214,0,1325,723,42,0.000,13,0,210.577,6.792,-60.480,-192.100,-61.500,-0.281,-0.021,1.669,-1.174,6.690,4.872,1.226,1.208,0.654,0.619,3,0,0,0,7,255,0,250,0,0,7.838,15.744,-62.130,7.838,15.744,-62.130
87534.815,0.839,0.135,0.088,0.520,0,0,757,0,1196,0,1309,629,42,0.000,13,0,226.750,7.320,-67.620,-205.220,-68.760,-0.269,-0.013,1.697,-1.494,7.166,4.992,1.234,1.216,0.654,0.619,3,0,0,0,7,255,0,250,0,0,8.120,16.809,-62.336,8.120,16.809,-62.336
87539.816,0.836,0.143,0.095,0.521,0,0,683,0,1146,0,1279,649,42,0.000,13,0,239.600,7.634,-66.160,-219.880,-68.440,-0.241,-0.065,1.740,-1.584,7.468,5.128,1.240,1.224,0.654,0.619,3,0,0,0,7,255,0,250,0,0,8.396,17.947,-62.525,8.396,17.947,-62.525
87544.815,0.833,0.150,0.103,0.522,0,0,612,0,1097,0,1252,620,42,0.000,13,0,259.825,7.633,-64.380,-245.020,-57.700,-0.217,-0.034,1.786,-1.568,7.470,5.520,1.248,1.230,0.654,0.619,3,0,0,0,7,255,0,250,0,0,8.685,19.202,-62.634,8.685,19.202,-62.634
87549.815,0.831,0.158,0.112,0.522,0,0,558,0,1051,0,1205,612,42,0.000,13,0,277.872,8.054,-59.200,-268.400,-40.860,-0.251,0.082,1.802,-1.568,7.900,5.520,1.258,1.240,0.654,0.619,3,0,0,0,7,255,0,250,0,0,8.985,20.560,-62.630,8.985,20.560,-62.630
87554.816,0.828,0.167,0.121,0.521,0,0,491,0,1007,0,1144,523,42,0.000,13,0,300.179,9.101,-55.540,-293.780,-26.760,-0.308,0.282,1.946,-0.780,9.068,5.802,1.268,1.250,0.654,0.619,3,0,0,0,7,255,0,250,0,0,9.304,22.032,-62.521,9.304,22.032,-62.521
87559.816,0.825,0.175,0.132,0.520,0,0,416,0,940,0,1081,457,42,0.000,13,0,314.991,11.147,-44.420,-309.660,-36.840,-0.256,0.105,2.076,-0.780,11.120,6.012,1.280,1.262,0.654,0.619,3,0,0,0,7,255,0,250,0,0,9.558,23.590,-62.442,9.558,23.590,-62.442
87564.817,0.822,0.184,0.143,0.519,0,0,395,0,865,0,1039,440,42,0.000,13,0,332.047,11.159,-46.500,-327.060,-33.540,-0.203,0.018,2.122,-0.928,11.120,7.340,1.294,1.274,0.654,0.619,3,0,0,0,7,255,0,250,0,0,9.843,25.231,-62.321,9.843,25.231,-62.321
87569.815,0.819,0.193,0.154,0.518,0,0,309,0,775,0,969,435,42,0.000,13,0,342.745,11.212,-39.180,-339.200,-29.700,-0.139,0.042,2.224,-1.430,11.120,7.770,1.310,1.290,0.654,0.619,3,0,0,0,7,255,0,250,0,0,10.113,26.927,-62.157,10.113,26.927,-62.157
87574.816,0.816,0.202,0.166,0.516,0,0,248,0,698,0,901,427,42,0.000,13,0,347.236,11.713,-23.920,-344.760,-33.780,-0.145,0.011,2.391,-1.664,11.594,8.564,1.324,1.304,0.654,0.619,3,0,0,0,7,255,0,250,0,0,10.308,28.654,-61.999,10.308,28.654,-61.999
87579.816,0.812,0.210,0.178,0.514,0,0,244,0,601,0,872,410,42,0.000,13,0,352.884,13.023,-33.200,-349.880,-31.760,-0.147,-0.137,2.469,-2.052,12.860,9.648,1.344,1.322,0.654,0.619,3,0,0,0,7,255,0,250,0,0,10.567,30.404,-61.814,10.567,30.404,-61.814
87584.815,0.808,0.220,0.190,0.513,0,0,181,0,493,0,817,409,42,0.000,13,0,367.905,13.373,-56.880,-361.420,-38.660,-0.143,-0.236,2.331,-3.668,12.860,9.648,1.362,1.340,0.654,0.619,3,0,0,0,7,255,0,250,0,0,10.942,32.215,-61.642,10.942,32.215,-61.642
87589.817,0.803,0.231,0.202,0.511,0,0,140,0,417,0,717,436,42,0.000,13,0,385.213,13.544,-75.920,-376.620,-27.980,-0.078,-0.306,1.947,-4.618,12.732,8.714,1.382,1.360,0.654,0.619,3,0,0,0,7,255,0,250,0,0,11.474,34.091,-61.368,11.474,34.091,-61.368
87594.816,0.799,0.242,0.214,0.507,0,0,100,0,280,0,587,389,42,0.000,13,0,388.346,11.501,-58.960,-383.820,-4.300,0.011,-0.476,1.543,-4.812,10.446,5.662,1.400,1.380,0.654,0.619,3,0,0,0,7,255,0,250,0,0,12.029,35.974,-60.917,12.029,35.974,-60.917
87599.816,0.795,0.251,0.227,0.503,0,0,79,0,219,0,424,372,42,0.000,13,0,390.504,9.318,-16.600,-389.560,21.460,0.127,-0.560,1.241,-5.774,7.314,2.928,1.422,1.400,0.654,0.619,3,0,0,0,7,255,0,250,0,0,12.504,37.855,-60.268,12.504,37.855,-60.268
87604.815,0.793,0.259,0.242,0.496,0,0,65,0,117,0,301,345,42,0.000,13,0,411.395,7.630,45.960,-406.280,45.500,0.137,-0.381,1.145,-5.774,4.988,1.190,1.440,1.418,0.654,0.619,3,0,0,0,7,255,0,250,0,0,12.813,39.787,-59.412,12.813,39.787,-59.412
87609.815,0.791,0.265,0.258,0.488,0,0,41,0,53,0,247,310,42,0.000,13,0,435.997,6.639,100.400,-419.880,60.940,0.180,-0.042,1.313,-4.382,4.988,0.700,1.460,1.438,0.654,0.619,3,0,0,0,7,255,0,250,0,0,12.973,41.766,-58.401,12.973,41.766,-58.401
87614.816,0.789,0.270,0.275,0.479,0,0,27,0,0,0,195,303,42,0.000,13,0,465.597,7.953,154.360,-434.360,65.460,0.028,-0.018,1.711,-3.080,7.332,0.700,1.478,1.454,0.654,0.619,3,0,0,0,7,255,0,250,0,0,12.949,43.810,-57.302,12.949,43.810,-57.302
87619.815,0.788,0.275,0.293,0.468,0,0,9,0,30,0,124,313,42,0.000,13,0,493.995,11.710,166.380,-451.620,111.300,-0.233,-0.259,2.118,-3.080,11.298,2.124,1.494,1.472,0.654,0.619,3,0,0,0,7,255,0,250,0,0,13.166,45.884,-55.819,13.166,45.884,-55.819
87624.817,0.786,0.282,0.309,0.455,0,0,0,0,17,0,62,295,42,0.000,13,0,505.497,16.696,124.220,-466.940,148.540,-0.317,-0.198,2.226,-7.494,14.920,2.290,1.510,1.486,0.654,0.619,3,0,0,0,7,255,0,250,0,0,13.904,47.981,-53.961,13.904,47.981,-53.961
87629.815,0.783,0.290,0.325,0.443,0,0,0,0,0,0,49,303,42,0.000,13,0,502.034,18.259,75.880,-472.080,153.040,-0.264,0.057,2.113,-7.494,16.650,2.290,1.526,1.502,0.654,0.619,3,0,0,0,7,255,0,250,0,0,15.059,50.075,-51.931,15.059,50.075,-51.931
87634.816,0.780,0.300,0.340,0.431,0,0,0,0,26,0,27,287,42,0.000,13,0,491.457,17.642,38.760,-461.520,164.400,-0.158,0.546,1.781,-5.832,16.650,0.866,1.538,1.516,0.654,0.619,3,0,0,0,7,255,0,250,0,0,16.627,52.071,-49.670,16.627,52.071,-49.670
87639.815,0.777,0.311,0.353,0.419,0,0,0,0,28,0,0,296,42,0.362,13,0,483.439,16.421,11.960,-447.720,181.980,-0.331,0.640,1.422,-0.736,16.404,-1.774,1.554,1.530,0.654,0.619,4,0,0,0,7,255,0,250,0,0,18.619,53.930,-47.103,18.619,53.930,-47.103
87644.815,0.774,0.321,0.365,0.405,0,0,0,0,21,0,0,281,42,0.362,13,0,483.668,15.116,33.640,-437.900,202.600,-0.599,0.357,1.254,-0.736,15.098,-5.914,1.566,1.542,0.654,0.619,4,0,0,0,7,255,0,250,0,0,20.852,55.649,-44.167,20.852,55.649,-44.167
87649.815,0.772,0.331,0.375,0.393,0,0,0,0,5,0,0,265,42,0.362,13,0,436.894,13.820,-7.800,-382.540,210.900,-0.360,0.790,1.129,0.074,13.820,-8.968,1.580,1.554,0.654,0.619,4,0,0,0,7,255,0,250,0,0,23.443,57.024,-41.104,23.443,57.024,-41.104
87654.816,0.768,0.343,0.379,0.387,0,0,0,0,11,0,0,245,42,0.362,13,0,327.509,13.758,-149.960,-252.520,144.940,0.643,1.511,0.349,1.570,13.668,-8.968,1.592,1.568,0.654,0.619,4,0,0,0,7,255,0,250,0,0,26.055,57.868,-38.898,26.055,57.868,-38.898
87659.815,0.763,0.353,0.378,0.388,0,0,0,0,23,0,0,241,42,0.362,13,0,267.857,16.003,-245.720,-104.280,22.240,1.248,1.468,-0.380,14.098,7.572,-6.384,1.604,1.580,0.654,0.619,4,0,0,0,7,255,0,250,0,0,27.823,58.283,-38.263,27.823,58.283,-38.263
87664.817,0.762,0.359,0.372,0.390,0,0,0,0,21,0,0,237,42,0.362,13,0,197.469,14.113,-178.640,51.800,66.320,0.655,-0.008,-0.747,14.098,-0.654,-6.384,1.616,1.592,0.654,0.619,4,0,0,0,7,255,0,250,0,0,28.990,57.898,-37.944,28.990,57.898,-37.944
87669.816,0.767,0.361,0.366,0.384,0,0,0,0,26,0,0,218,42,0.362,13,0,238.135,5.917,26.320,92.620,217.800,-0.506,-0.639,-0.302,4.644,-3.666,-7.844,1.628,1.604,0.654,0.619,4,0,0,0,7,255,0,250,0,0,29.987,56.959,-36.606,29.987,56.959,-36.606
87674.816,0.775,0.358,0.360,0.376,0,0,0,0,26,0,0,220,42,0.362,13,0,282.656,7.680,112.920,117.280,231.060,-1.226,-0.023,0.903,-6.748,-3.666,-13.746,1.640,1.616,0.654,0.619,4,0,0,0,7,255,0,250,0,0,30.484,55.872,-35.335,30.484,55.872,-35.335
87679.815,0.780,0.355,0.354,0.374,0,0,0,0,28,0,0,231,42,0.362,13,0,193.546,12.983,62.140,158.920,91.340,-1.364,0.611,1.422,-6.748,11.092,-15.502,1.652,1.626,0.654,0.619,4,0,0,0,7,255,0,250,0,0,30.165,54.956,-35.347,30.165,54.956,-35.347
87684.815,0.781,0.353,0.348,0.379,0,0,0,0,30,0,0,227,42,0.362,13,0,196.273,16.786,-37.220,189.300,-36.100,-0.752,0.613,1.325,-5.334,15.916,-15.502,1.660,1.636,0.654,0.619,4,0,0,0,7,255,0,250,0,0,29.471,54.225,-36.429,29.471,54.225,-36.429
87689.815,0.783,0.352,0.340,0.384,0,0,0,0,26,0,0,214,42,0.362,13,0,214.895,16.054,-81.100,197.120,-27.320,-0.051,0.265,0.821,-2.098,15.916,-10.996,1.668,1.644,0.654,0.619,4,0,0,0,7,255,0,250,0,0,29.057,53.432,-37.447,29.057,53.432,-37.447
