t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs,L_roll,L_pitch,L_yaw,L_relativeRoll,L_relativePitch,L_relativeYaw
10650.811,1.000,0.018,-0.000,0.000,55,90,61,39,50,7,70,18,0,0.000,0,0,0.110,0.008,0.100,0.040,-0.020,-0.001,-0.037,1.002,-0.002,-0.008,-0.006,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,2.111,-0.043,-0.001,2.111,-0.043,-0.001
10655.811,1.000,0.018,-0.000,0.000,61,75,93,69,33,0,69,43,0,0.000,0,0,0.060,0.003,0.040,-0.020,0.040,0.000,-0.036,1.002,0.002,-0.002,-0.006,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,2.111,-0.043,-0.001,2.111,-0.043,-0.001
10660.811,1.000,0.018,-0.000,0.000,85,92,61,51,39,0,43,23,0,0.000,0,0,0.110,0.003,0.100,-0.020,0.040,-0.001,-0.037,1.003,-0.002,-0.002,-0.002,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,2.111,-0.043,-0.001,2.111,-0.043,-0.001
10665.812,1.000,0.018,-0.000,0.000,67,95,88,43,49,6,75,26,0,0.000,0,0,0.060,0.003,0.040,-0.020,0.040,-0.001,-0.037,1.002,-0.002,-0.002,-0.002,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,2.111,-0.043,-0.001,2.111,-0.043,-0.001
10670.811,1.000,0.018,-0.000,0.000,91,87,87,84,30,0,43,42,0,0.000,0,0,0.060,0.006,0.040,-0.020,0.040,0.000,-0.037,1.003,-0.002,-0.006,0.004,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,2.111,-0.043,-0.001,2.111,-0.043,-0.001
10675.811,1.000,0.018,-0.000,0.000,89,101,59,79,25,0,49,31,0,0.000,0,0,0.069,0.006,0.040,0.040,0.040,-0.001,-0.038,1.003,-0.002,-0.006,0.004,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,2.111,-0.043,-0.001,2.111,-0.043,-0.001
10680.811,1.000,0.018,-0.000,0.000,88,86,58,72,33,0,45,49,0,0.000,0,0,0.060,0.006,0.040,-0.020,0.040,-0.001,-0.037,1.002,-0.002,-0.006,0.004,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,2.111,-0.043,-0.001,2.111,-0.043,-0.001
10685.811,1.000,0.018,-0.000,0.000,57,74,77,40,37,0,68,18,0,0.000,0,0,0.049,0.006,0.040,-0.020,-0.020,-0.001,-0.036,1.003,-0.002,-0.006,0.004,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,2.111,-0.043,-0.001,2.111,-0.043,-0.001
10690.811,1.000,0.018,-0.000,0.000,77,78,89,73,25,1,47,54,0,0.000,0,0,0.110,0.010,0.100,-0.020,0.040,-0.001,-0.038,1.003,-0.008,-0.006,0.008,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,2.111,-0.043,-0.001,2.111,-0.043,-0.001
10695.813,1.000,0.018,-0.000,0.000,48,74,85,67,28,2,47,53,0,0.000,0,0,0.069,0.009,0.040,0.040,0.040,-0.001,-0.036,1.003,-0.008,0.004,0.008,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,2.111,-0.043,-0.001,2.111,-0.043,-0.001
10700.811,1.000,0.018,-0.000,0.000,91,99,61,47,45,13,45,19,0,0.000,0,0,0.110,0.004,0.100,0.040,-0.020,0.000,-0.036,1.003,-0.002,0.004,0.008,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,2.111,-0.043,-0.001,2.111,-0.043,-0.001
10705.811,1.000,0.018,-0.000,0.000,82,99,59,67,37,0,39,17,0,0.000,0,0,0.104,0.004,0.100,-0.020,-0.020,-0.001,-0.037,1.003,-0.002,0.004,0.008,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,2.111,-0.043,-0.001,2.111,-0.043,-0.001
10710.811,1.000,0.018,-0.000,0.000,89,72,88,71,23,0,57,48,0,0.000,0,0,0.060,0.003,0.040,-0.020,0.040,-0.001,-0.037,1.002,-0.002,-0.002,0.004,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,2.111,-0.043,-0.001,2.111,-0.043,-0.001
10715.811,1.000,0.018,-0.000,0.000,91,100,58,79,21,0,42,26,0,0.000,0,0,0.110,0.006,0.100,-0.020,0.040,-0.001,-0.037,1.002,-0.002,-0.006,-0.002,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,2.111,-0.043,-0.001,2.111,-0.043,-0.001
10720.811,1.000,0.018,-0.000,0.000,83,89,86,69,31,2,48,6,0,0.000,0,0,0.069,0.006,0.040,0.040,0.040,-0.001,-0.036,1.002,-0.002,-0.006,-0.002,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,2.111,-0.043,-0.001,2.111,-0.043,-0.001
10725.811,1.000,0.018,-0.000,0.000,79,92,54,63,38,0,44,24,0,0.000,0,0,0.115,0.004,0.100,0.040,0.040,-0.001,-0.035,1.003,-0.002,0.004,-0.002,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0,2.111,-0.043,-0.001,2.111,-0.043,-0.001
